id,abstract,data_split,pmid,pmcid,title,intervention_treatment,primary_outcome,primary_outcome_result,note
64,"ABSTRACT.BACKGROUND.
Due to increasing resistance to antibiotics and rising incidence of oral diseases, there is a need for alternative treatment modalities to combat oral diseases. The aim of the present study was to access the effect of Aloe vera mouthwash on the dental plaque in the experimental period of 4 days and to compare it with the bench mark control chlorhexidine and placebo (saline water).

ABSTRACT.MATERIAL AND METHODS.
A total of 300 systemically healthy subjects were randomly allocated into 3 groups: Aloe vera mouthwash group (n=100), control group (=100)-chlorhexidene group and saline water-Placebo (n=100). To begin with, Gingival index (GI) and plaque index (PI) were recorded. Then, baseline plaque scores were brought to zero by professionally cleaning the teeth with scaling and polishing. After randomization of the participants into three groups they were refrained from regular mechanical oral hygiene measures. Subjects were asked to swish with respective mouthwash (Aloe vera mouthwash, 0.2%chlorhexidine gluconate mouthwash, or normal saline) as per therapeutic dose for 4 days.

ABSTRACT.RESULTS.
The results showed that Aloe vera mouthrinse is equally effective in reducing plaque as Chlorhexidine compared to placebo over a period of 4 days. There was a significant reduction on plaque in Aloe vera and chlorhexidine groups and no statistically significant difference was observed among them (p&gt;0.05). Aloe vera mouthwash showed no side effects.

ABSTRACT.CONCLUSION.
The results of the present study indicated that Aloe vera may prove an effective mouthwash due to its ability in reducing dental plaque.",TEST,24795515,4006208,Preliminary antiplaque efficacy of aloe vera mouthwash on 4 day plaque re-growth model: randomized control trial.,,,,
65,"ABSTRACT.BACKGROUND::
The aim of this study was to examine the effects of preoperatively administered i.v. hypertonic saline on hypotension following induction of general anesthesia.

ABSTRACT.MATERIALS AND METHODS::
Fifty-four patients who scheduled for elective surgery were randomly allocated to two groups of 27 patients who received hypertonic saline 5% (2.3 ml/kg) or received normal saline (13 ml/kg). Infusion of hypertonic saline was done half an hour before induction of anesthesia during 30 minutes. Anesthesia was conducted in a standard protocol for all patients. Age, sex, body mass index (BMI), systolic and diastolic blood pressure (SBP, DBP), heart rate (HR) and mean arterial pressure (MAP) were assessed in all patients.

ABSTRACT.RESULTS::
The mean age of patients was 36.68 ± 10.8 years. Forty percent of patients were male. The mean SBP at min 2 and min 5, mean of DBP at min 2, 5, and 15, mean of HR at all time points and mean of MAP at min 2 and 15 between groups were no significantly different (P &gt; 0.05), but mean of SBP at min 10 and 15, mean of DBP at min 10, and mean of MAP at min 5 and 10 in hypertonic saline group was significantly more than the normal group (P &lt; 0.05). Trend of SBP, DBP, HR and MAP between groups were not significantly different (P &gt; 0.05).

ABSTRACT.CONCLUSIONS::
Infusion of hypertonic saline 5% (2.3 mg/kg) before the general anesthesia led to a useful reduction in MAP and reduced heart rate, with no episodes of severe hypotension.",DEV,25250297,4166055,Effect of hypertonic saline on hypotension following induction of general anesthesia: A randomized controlled trial.,hypertonic saline 5% (2.3 ml/kg),"systolic blood pressure (SBP), diastolic blood pressure (DBP), heart rate and mean arterial pressure (MAP)",no significant difference,several outcomes so hard to make clear inference
66,"ABSTRACT.INTRODUCTION.
Working memory plays a critical role in cognitive processes which are central to our daily life. Neuroimaging studies have shown that one of the most important areas corresponding to the working memory is the dorsolateral prefrontal cortex (DLFPC). This study was aimed to assess whether bilateral modulation of the DLPFC using a noninvasive brain stimulation, namely transcranial direct current stimulation (tDCS), modifies the working memory function in healthy adults.

ABSTRACT.METHODS.
In a randomized sham-controlled cross-over study, 60 subjects (30 Males) received sham and active tDCS in two subgroups (anode left/cathode right and anode right/cathode left) of the DLPFC. Subjects were presented working memory n-back task while the reaction time and accuracy were recorded.

ABSTRACT.RESULTS.
A repeated measures, mixed design ANOVA indicated a significant difference between the type of stimulation (sham vs. active) in anodal stimulation of the left DLPFC with cathodal stimulation of the right DLPFC [F(1,55)= 5.29, P=0.019], but not the inverse polarity worsened accuracy in the 2-back working memory task. There were also no statistically significant changes in speed of working memory [F(1,55)= 0.458,P=0.502] related to type or order of stimulation.

ABSTRACT.DISCUSSION.
The results would imply to a polarity dependence of bilateral tDCS of working memory. Left anodal/ right cathodal stimulation of DLPFC could impair working memory, while the reverser stimulation had no effect. Meaning that bilateral stimulation of DLFC would not be a useful procedure to improve working memory. Further studies are required to understand subtle effects of different tDCS stimulation/inhibition electrode positioning on the working memory.",TEST,25337351,4202567,The polarity-dependent effects of the bilateral brain stimulation on working memory.,,,,
67,"ABSTRACT.BACKGROUND/AIM.
Targeted radiotherapy of liver malignancies has found to be effective in selected patients. A key limiting factor of these therapies is the relatively low tolerance of the liver parenchyma to radiation. We sought to assess the preventive effects of a combined regimen of pentoxifylline (PTX), ursodeoxycholic acid (UDCA) and low-dose low molecular weight heparin (LMWH) on focal radiation-induced liver injury (fRILI).

ABSTRACT.METHODS AND MATERIALS.
Patients with liver metastases from colorectal carcinoma who were scheduled for local ablation by radiotherapy (image-guided high-dose-rate interstitial brachytherapy) were prospectively randomized to receive PTX, UDCA and LMWH for 8 weeks (treatment) or no medication (control). Focal RILI at follow-up was assessed using functional hepatobiliary magnetic resonance imaging (MRI). A minimal threshold dose, i.e. the dose to which the outer rim of the fRILI was formerly exposed to, was quantified by merging MRI and dosimetry data.

ABSTRACT.RESULTS.
Results from an intended interim-analysis made a premature termination necessary. Twenty-two patients were included in the per-protocol analysis. Minimal mean hepatic threshold dose 6 weeks after radiotherapy (primary endpoint) was significantly higher in the study treatment-group compared with the control (19.1 Gy versus 14.6 Gy, p = 0.011). Qualitative evidence of fRILI by MRI at 6 weeks was observed in 45.5% of patients in the treatment versus 90.9% of the control group. No significant differences between the groups were observed at the 12-week follow-up.

ABSTRACT.CONCLUSIONS.
The post-therapeutic application of PTX, UDCA and low-dose LMWH significantly reduced the extent and incidence fRILI at 6 weeks after radiotherapy. The development of subsequent fRILI at 12 weeks (4 weeks after cessation of PTX, UDCA and LMWH during weeks 1–8) in the treatment group was comparable to the control group thus supporting the observation that the agents mitigated fRILI.

ABSTRACT.TRIAL REGISTRATION.
EU clinical trials register 2008-002985-70 ClinicalTrials.gov NCT01149304",TEST,25393877,4231047,"Prospective randomized trial of enoxaparin, pentoxifylline and ursodeoxycholic acid for prevention of radiation-induced liver toxicity.",,,,
68,"ABSTRACT.OBJECTIVE:
Primary-care (PC) settings may be an opportune place to deliver obesity interventions. Scalable interventions utilizing motivational interviewing (MI), supported by internet resources, may overcome obstacles to effective obesity treatment dissemination. This study was a randomized controlled trial (RCT) testing two web-supported interventions, motivational interviewing (MIC) and nutrition psychoeducation (NPC), an attention-control intervention, to usual care (UC).

ABSTRACT.DESIGN AND METHODS:
89 overweight/obese patients, with and without binge eating disorder (BED), were randomly assigned to MIC, NPC, or UC for 3 months in PC. Patients were assessed independently at post-treatment and at 3-month follow-up

ABSTRACT.RESULTS:
Weight, triglyceride levels, and depression scores decreased significantly in NPC when compared to UC but not MIC; UC and MIC did not differ significantly. Weight-loss results maintained at 3-month follow-up: approximately 25% MIC and NPC patients achieved at least 5% weight-loss which did not differ by BED status. Fidelity ratings were high and treatment adherence was associated with weight loss.

ABSTRACT.CONCLUSIONS:
This is the first RCT in PC testing MI for obesity to include an attention-control intervention (NPC). NPC, but not MI, showed a consistent pattern of superior benefits relative to UC. BED status was not associated but treatment adherence was associated with weight loss outcomes.",TEST,25298016,4236282,A randomized controlled trial comparing scalable weight loss treatments in primary care.,,,,
69,"ABSTRACT.BACKGROUND.
Low-dose haloperidol is known to be effective for the prevention of postoperative nausea and vomiting (PONV). However, precise dose-response studies have not been completed, especially in patients at high risk for PONV who require combination therapy. This study sought to identify which dose of haloperidol 1mg or 2mg could be combined with dexamethasone without adverse effects in high-risk patients undergoing gynecological laparoscopic surgery.

ABSTRACT.METHODS.
Female adults (n = 150) with three established PONV risk factors based on Apfel's score were randomized into one of three study groups. At the end of anesthesia, groups H0, H1, and H2 were given intravenous (IV) saline, haloperidol 1 mg, and haloperidol 2 mg, respectively. All patients were given dexamethasone 5 mg during the induction of anesthesia. The overall early (0–2 h) and late (2–24 h) incidences of nausea, vomiting, rescue anti-emetic administration, pain, and adverse effects (cardiac arrhythmias and extrapyramidal effects) were assessed postoperatively. The sedation score was recorded in the postanesthesia care unit (PACU).

ABSTRACT.RESULTS.
The total incidence of PONV over 24 h was significantly lower in groups H1 (29 %) and H2 (24 %) than in group H0 (54 %; P = 0.003), but there was no significant difference between groups H1 and H2. In the PACU, group H2 had a higher sedation score than groups H1 and H0 (P &lt; 0.001).

ABSTRACT.CONCLUSIONS.
For high-risk PONV patients undergoing gynecological laparoscopic surgery, when used with dexamethasone, 1-mg haloperidol was equally effective as 2 mg in terms of preventing PONV with the less sedative effect.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov (NCT01639599).",TEST,26152218,4493951,"Haloperidol dose combined with dexamethasone for PONV prophylaxis in high-risk patients undergoing gynecological laparoscopic surgery: a prospective, randomized, double-blind, dose-response and placebo-controlled study.",,,,
70,"ABSTRACT.BACKGROUND.
Infants undergoing cardiac surgery are at risk of a negative protein balance, due to increased proteolysis in response to surgery and the cardiopulmonary bypass circuit, and limited intake. The aim of the study was to quantify the effect on protein kinetics of a short-term high-protein (HP) diet in infants following cardiac surgery.

ABSTRACT.METHODS.
In a prospective, double-blinded, randomized trial we compared the effects of a HP (5 g · kg−1 · d−1) versus normal protein (NP, 2 g · kg−1 · d−1) enteral diet on protein kinetics in children &lt;24 months, on day 2 following surgical repair of congenital heart disease. Valine kinetics and fractional albumin synthesis rate (FSRalb) were measured with mass spectrometry using [1-13C]valine infusion. The Mann–Whitney U test was used to investigate differences between group medians. Additionally, the Hodges-Lehmann procedure was used to create a confidence interval with a point estimate of median differences between groups.

ABSTRACT.RESULTS.
Twenty-eight children (median age 9 months, median weight 7 kg) participated in the study, of whom in only 20 subjects isotopic data could be used for final calculations. Due to underpowering of our study, we could not draw conclusions on the primary outcome parameters. We observed valine synthesis rate of 2.73 (range: 0.94 to 3.36) and 2.26 (1.85 to 2.73) μmol · kg−1 · min−1 in the HP and NP diet, respectively. The net valine balance was 0.54 (−0.73 to 1.75) and 0.24 (−0.20 to 0.63) μmol · kg−1 · min−1 in the HP and NP group. Between groups, there was no difference in FSRalb. We observed increased oxidation and BUN in the HP diet, compared to the NP diet, as a plausible explanation of the metabolic fate of surplus protein.

ABSTRACT.CONCLUSIONS.
It is plausible that the surplus protein in the HP group has caused the increase of valine oxidation and ureagenesis, compared to the NP group. Because too few patients had completed the study, we were unable to draw conclusions on the effect of a HP diet on protein synthesis and balance. We present our results as new hypothesis generating data.

ABSTRACT.TRIAL REGISTRATION.
Dutch Trial Register NTR2334.",DEV,26215396,4517637,The effect of short-term high versus normal protein intake on whole-body protein synthesis and balance in children following cardiac surgery: a randomized double-blind controlled clinical trial.,short-term high-protein (HP) diet following cardiac surgery,valine kinetics and fractional albumin synthesis rate (FSRalb),no significant difference,
71,"ABSTRACT.BACKGROUND:.
In the United Kingdom, totally implantable venous access systems (TIVAS) are not routinely used. Compared with Hickman catheters, these devices are more expensive and complex to insert. However, it is unclear whether the higher costs may be offset by perceived greater health benefits. This pilot trial aimed to generate relevant data to inform the design of a larger definitive randomised controlled trial.

ABSTRACT.METHODS:.
This was a phase II prospective, randomised, open trial from two UK oncology centres. The primary end point was overall complication rate. Secondary end points included individual complication rates, time to first complication and quality of life. Analysis was by intention to treat. An economic evaluation was also carried out.

ABSTRACT.RESULTS:.
A total of 100 patients were randomised in a 3 : 1 ratio to receive a Hickman or a TIVAS. Overall, 54% of patients in the Hickman arm suffered one or more complications compared with 38% in the TIVAS arm (one-sided P=0.068). In the Hickman arm, 28% of the devices were removed prematurely due to a complication compared with 4% in the TIVAS arm. Quality of life based on the device-specific questionnaire was greater in the TIVAS arm for 13 of the 16 questions. The economic evaluation showed that Hickman arm was associated with greater mean cost per patient £1803 (95% CI 462, 3215), but similar quality-adjusted life years −0.01 (95% CI −0.15, 0.15) than the TIVAS arm. However, there is much uncertainty associated with the results.

ABSTRACT.CONCLUSIONS:.
Compared with Hickman catheters, TIVAS may be the cost-effective option. A larger multicentre trial is needed to confirm these preliminary findings.",TEST,27092784,4984916,Hickman catheter and implantable port devices for the delivery of chemotherapy: a phase II randomised controlled trial and economic evaluation.,,,,
72,"ABSTRACT.BACKGROUND.
The present study examined the effects of a balance-based exergaming intervention using the Kinect sensor on postural stability and balance in people with Parkinson's disease (PD).

ABSTRACT.METHODS.
We conducted a subject-blinded, randomized controlled study. Twenty people with PD (Hoehn and Yahr stages I through III) were recruited and randomly assigned to either a balance-based exergaming group (N = 10) or a balance training group (N = 10) for an 8-week balance training period. Postural stability was assessed using the limits of stability (LOS) and one-leg stance (OLS) tests. Balance was assessed using the Berg Balance Scale (BBS) and the timed up and go (TUG) test. Participants were assessed pre- and post-training.

ABSTRACT.RESULTS.
After training, participants in the balance-based exergaming group showed significant improvements in LOS performance, and in the eyes-closed condition of the OLS test. Both training programs led to improvements in BBS and TUG performance. Furthermore, balance-based exergaming training resulted in significantly better performance in directional control in the LOS test (78.9 ± 7.65 %) compared with conventional balance training (70.6 ± 9.37 %).

ABSTRACT.CONCLUSIONS.
Balance-based exergaming training resulted in a greater improvement in postural stability compared with conventional balance training. Our results support the therapeutic use of exergaming aided by the Kinect sensor in people with PD.

ABSTRACT.TRIAL REGISTRATION.
ClinicalTrials.gov.NCT02671396

ABSTRACT.ELECTRONIC SUPPLEMENTARY MATERIAL.
The online version of this article (doi:10.1186/s12984-016-0185-y) contains supplementary material, which is available to authorized users.",TEST,27568011,5002324,Effects of a balance-based exergaming intervention using the Kinect sensor on posture stability in individuals with Parkinson's disease: a single-blinded randomized controlled trial.,,,,
73,"ABSTRACT.BACKGROUND:.
Recently, the use of ketamine as a systemic and local analgesic drug in reducing post-operative pain is studied more frequently.

ABSTRACT.OBJECTIVES:.
The aim of the present study was to assess the analgesic efficacy of IV ketamine injection inaddition to nephrostomy tract infiltration of ketamine-bupivacaine on postoperative pain relief after tubeless percutaneous nephrolithotomy (PCNL).

ABSTRACT.PATIENTS AND METHODS:.
Patients (n = 100), with renal stone who were candidates for PCNL were randomized to five groups with 20 cases in each: Group C, 10 mL of saline solution was infiltrated into the nephrostomy tract; Group B, 10 mL of 0.25% bupivacaine was infiltrated into the nephrostomy tract; Group BK1, 10 mL of 0.25% bupivacaine plus 0.5 mg/kg ketamine was infiltrated into the nephrostomy tract; Group BK2, 10 mL of 0.25% bupivacaine plus 1.5 mg/kg ketamine was infiltrated into the nephrostomy tract; Group K, 10 mL of saline solution containing 0.5 mg/kg ketamine was intravenously administered. Post-operative pain scores were compared between groups as the primary objective. Comparison of Sedation Scores, rescue analgesic consumption, time to the first rescue analgesics administration, hemodynamic and SpO2 values were regarded as the secondary objective. 

ABSTRACT.RESULTS:.
Mean VAS scores in the first 30 min and total analgesic consumption in the first 24 h of post-operative period were significantly lower in groups BK1 and BK2 in comparison with the other groups (P &lt; 0.05). Also, time to first rescue analgesics administration was longer in the same groups (P &lt; 0.05). 

ABSTRACT.CONCLUSIONS:.
Infiltration of ketamine plus bupivacaine provides superior analgesic effects in PCNL surgery compared with other methods. ",TEST,27642334,5018291,Analgesic Efficacy of Nephrostomy Tract inFiltration of Bupivacaine and Ketamine after Tubeless Percutaneous Nephrolithotomy: A Prospective Randomized Trial.,,,,
74,"ABSTRACT.OBJECTIVE.
The purpose of this study was to determine the effects of carbonated water on etched or sealed enamel according to the carbonation level and the presence of calcium ions.

ABSTRACT.METHODS.
Carbonated water with different carbonation levels was manufactured by a soda carbonator. Seventy-five premolar teeth were randomly divided into a control group and 4 experimental groups in accordance with the carbonation level and the presence of calcium ions in the test solutions. After specimen preparation of the Unexposed, Etched, and Sealed enamel subgroups, all the specimens were submerged in each test solution for 15 minutes three times a day during 7 days. Microhardness tests on the Unexposed and Etched enamel subgroups were performed with 10 specimens from each group. Scanning electron microscopy (SEM) tests on the Unexposed, Etched, and Sealed enamel subgroups were performed with 5 specimens from each group. Microhardness changes in different groups were statistically compared using paired t-tests, the Wilcoxon signed rank test, and the Kruskal-Wallis test.

ABSTRACT.RESULTS.
The microhardness changes were significantly different between the groups (p = 0.000). The microhardness changes in all experimental groups except Group 3 (low-level carbonated water with calcium ions) were significantly greater than those in the Control group. SEM showed that etched areas of the specimen were affected by carbonated water and the magnitude of destruction varied between groups. Adhesive material was partially removed in groups exposed to carbonated water.

ABSTRACT.CONCLUSIONS.
Carbonated water has negative effects on etched or sealed enamel, resulting in decreased microhardness and removal of the adhesive material.",TEST,29291188,5702778,Effect of carbonated water manufactured by a soda carbonator on etched or sealed enamel.,,,,
75,"ABSTRACT.ABSTRACT:
ABSTRACT.BACKGROUND AND AIMS::
Recent studies have shown that etomidate is associated with fewer serious adverse events than propofol and has a noninferior sedative effect. We investigated whether etomidate–midazolam is associated with fewer cardiopulmonary adverse events and has noninferior efficacy compared to propofol–midazolam for screening colonoscopy in the elderly.

ABSTRACT.METHODS::
A prospective, single-center, double-blinded, randomized controlled trial was performed. Patients aged over 65 years who were scheduled to undergo screening colonoscopy were randomized to receive either etomidate or propofol based on midazolam. The primary outcome was all cardiopulmonary adverse events. The secondary outcomes were vital sign fluctuation (VSF), adverse events disturbing the procedure, and sedation-related outcomes.

ABSTRACT.RESULTS::
The incidence of cardiopulmonary adverse events was higher in the propofol group (72.6%) than in the etomidate group (54.8%) (P = .040). VSF was detected in 17 (27.4%) and 31 (50.0%) patients in the etomidate and propofol groups, respectively (P = .010). The incidence rate of adverse events disturbing the procedure was significantly higher in the etomidate group (25.8%) than in the propofol group (8.1%) (P = .008). Moreover, the incidence rate of myoclonus was significantly higher in the etomidate group (16.1%) than in the propofol group (1.6%) (P = .004). There was no statistical significance between the 2 groups with respect to sedation times and sedation-related outcomes including patients’ and endoscopist's satisfaction. In the multivariate analysis, the etomidate group had significantly low odds ratio (OR) associated with VSF (OR: 0.407, confidence interval: 0.179–0.926, P = .032).

ABSTRACT.CONCLUSIONS::
We recommend using etomidate–midazolam in patients with high ASA score or vulnerable to risk factors; propofol–midazolam may be used as a guideline in patients with low ASA score.",TEST,29768328,5976307,Efficacy and safety of etomidate-midazolam for screening colonoscopy in the elderly: A prospective double-blinded randomized controlled study.,,,,
76,"ABSTRACT.BACKGROUND:
The apparent interactions between the mechanisms of action of non-steroidal anti-inflammatory drugs (NSAIDS) and steroids suggest that co-therapy may provide beneficial inflammatory and pain relief in the absence of side effects. The aim of the study was to compare the effect of co-administered dexamethasone and diclofenac potassium (diclofenac K) with diclofenac K alone on the postoperative pain, swelling and trismus after surgical removal of third molars.

ABSTRACT.PATIENTS AND METHODS:
A prospective randomized double-blind study was conducted at the Department of Oral and Maxillofacial Surgery, Lagos University Teaching Hospital, Nigeria. A total of 100 patients were randomly allocated to two treatment groups of dexamethasone (prophylactic 8 mg and postoperative 4 mg IV) and diclofenac K (50 mg Oral before and after surgery), and diclofenac K alone (as with first group). The overall analgesic efficacy of the drug combinations was assessed postoperatively by determination of pain intensity using a category rating scale. Facial swelling was measured using a tape measure placed from tragus to gonion to tragus, while interincisal mouth-opening of patients was measured using a vernier calibrated caliper pre-operatively and post-operatively.

ABSTRACT.RESULTS:
Co-administration of dexamethasone and diclofenac K was significantly superior to diclofenac alone for the relief of pain (P &lt; 0.05), and facial swelling up to post-operative 48 hour (P &lt; 0.05). However, there was no significant difference for trismus relief between the two medication protocols (P &gt; 0.05).

ABSTRACT.CONCLUSION:
This study illustrates enhanced effects of co-administered dexamethasone and diclofenac K on short-term post-operative pain and swelling, compared to diclofenac potassium alone in third molar surgery.",TEST,16274480,1291385,"Effects of co-administered dexamethasone and diclofenac potassium on pain, swelling and trismus following third molar surgery.",,,,
77,"ABSTRACT.BACKGROUND.
Afghanistan's national guidelines recommend chloroquine for the treatment of Plasmodium vivax infection, the parasite responsible for the majority of its malaria burden. Chloroquine resistance in P. vivax is emerging in Asia. Therapeutic responses across Afghanistan have not been evaluated in detail.

ABSTRACT.METHODS.
Between July 2007 and February 2009, an open-label, randomized controlled trial of chloroquine and dihydroartemisinin-piperaquine in patients aged three months and over with slide-confirmed P. vivax mono-infections was conducted. Consistent with current national guidelines, primaquine was not administered. Subjects were followed up daily during the acute phase of illness (days 0-3) and weekly until day 56. The primary endpoint was the overall cumulative parasitological failure rate at day 56 after the start of treatment, with the hypothesis being that dihydroartemisinin-piperaquine was non-inferior compared to chloroquine (Δ = 5% difference in proportion of failures).

ABSTRACT.RESULTS.
Of 2,182 individuals with positive blood films for P. vivax, 536 were enrolled in the trial. The day 28 cure rate was 100% in both treatment groups. Parasite clearance was more rapid with dihydroartemisinin-piperaquine than chloroquine. At day 56, there were more recurrent infections in the chloroquine arm (8.9%, 95% CI 6.0-13.1%) than the dihydroartemisinin-piperaquine arm (2.8%, 95% CI 1.4-5.8%), a difference in cumulative recurrence rate of 6.1% (2-sided 90%CI +2.6 to +9.7%). The log-rank test comparing the survival curves confirmed the superiority of dihydroartemisinin-piperaquine over chloroquine (p = 0.003). Multivariate analysis showed that a lower initial haemoglobin concentration was also independently associated with recurrence. Both regimens were well tolerated and no serious adverse events were reported.

ABSTRACT.CONCLUSIONS.
Chloroquine remains an efficacious treatment for the treatment of vivax malaria in Afghanistan. In a setting where radical therapy cannot be administered, dihydroartemisinin-piperaquine provides additional benefit in terms of post-treatment prophylaxis, reducing the incidence of recurrence from 4-8 weeks after treatment.

ABSTRACT.TRIAL REGISTRATION.
The trial was registered at ClinicalTrials.gov under identifier NCT00682578.",TEST,20409302,2864284,"Dihydroartemisinin-piperaquine versus chloroquine to treat vivax malaria in Afghanistan: an open randomized, non-inferiority, trial.",,,,
78,"ABSTRACT.BACKGROUND.
Mental health problems are common and are associated with increased disability and health care costs. Problem-Solving Treatment (PST) delivered to these patients by nurses in primary care might be efficient. The aim of this study was to evaluate the cost-effectiveness of PST by mental health nurses compared with usual care (UC) by the general practitioner for primary care patients with mental health problems.

ABSTRACT.METHODS.
An economic evaluation from a societal perspective was performed alongside a randomized clinical trial. Patients with a positive General Health Questionnaire score (score ≥ 4) and who visited their general practitioner at least three times during the past 6 months were eligible. Outcome measures were improvement on the Hospital Anxiety and Depression Scale and QALYs based on the EQ-5D. Resource use was measured using a validated questionnaire. Missing cost and effect data were imputed using multiple imputation techniques. Bootstrapping was used to analyze costs and cost-effectiveness of PST compared with UC.

ABSTRACT.RESULTS.
There were no statistically significant differences in clinical outcomes at 9 months. Mean total costs were €4795 in the PST group and €6857 in the UC group. Costs were not statistically significantly different between the two groups (95% CI -4698;359). The cost-effectiveness analysis showed that PST was cost-effective in comparison with UC. Sensitivity analyses confirmed these findings.

ABSTRACT.CONCLUSIONS.
PST delivered by nurses seems cost-effective in comparison with UC. However, these results should be interpreted with caution, since the difference in total costs was mainly caused by 3 outliers with extremely high indirect costs in the UC group.

ABSTRACT.TRIAL REGISTRATION.
Nederlands Trial Register ISRCTN51021015",DEV,23052105,3515338,Cost-effectiveness of problem-solving treatment in comparison with usual care for primary care patients with mental health problems: a randomized trial.,Problem-Solving Treatment (PST),Hospital Anxiety and Depression Scale and QALYs,no significant difference,
79,"ABSTRACT.PURPOSE:
We evaluated the efficacy of alfuzosin for the treatment of ureteral calculi less than 10 mm in diameter after extracorporeal shock wave lithotripsy (ESWL).

ABSTRACT.MATERIALS AND METHODS:
A randomized, single-blind clinical trial was performed prospectively by one physician between June 2010 and August 2011. A total of 84 patients with ureteral calculi 5 to 10 mm in diameter were divided into two groups. Alfuzosin 10 mg (once daily) and loxoprofen sodium 68.1 mg (as needed) were prescribed to group 1 (n=41), and loxoprofen sodium 68.1 mg (as needed) only was prescribed to group 2 (n=44). The drug administration began immediately after ESWL and continued until stone expulsion was confirmed up to a maximum of 42 days after the procedure.

ABSTRACT.RESULTS:
Thirty-nine of 41 (95.1%) patients in group 1 and 40 of 43 (93.0%) patients in group 2 ultimately passed stones (p=0.96). The number of ESWL sessions was 1.34±0.65 and 1.41±0.85 in groups 1 and 2, respectively (p=0.33). The patients who required analgesics after ESWL were 8 (19.5%) in group 1 and 13 (30.2%) in group 2 (p=0.31). Visual analogue scale pain severity scores were 5.33±1.22 and 6.43±1.36 in groups 1 and 2, respectively (p=0.056). The time to stone expulsion in groups 1 and 2 was 9.5±4.8 days and 14.7±9.8 days, respectively (p=0.005). No significant adverse effects occurred.

ABSTRACT.CONCLUSIONS:
The use of alfuzosin in combination with ESWL seems to facilitate stone passage and to reduce the time of stone expulsion but does not affect the stone-free rate.",TEST,23550174,3580299,Efficacy of alfuzosin after shock wave lithotripsy for the treatment of ureteral calculi.,,,,
80,"ABSTRACT.OBJECTIVE:
The Bypass Angioplasty Revascularization Investigation 2 Diabetes (BARI 2D) trial demonstrated similar long-term clinical effectiveness of insulin-sensitizing (IS) versus insulin-providing (IP) treatments for type 2 diabetes on cardiovascular outcomes in a cohort with documented coronary artery disease. We evaluated the effects of randomized glycemic control strategy (IS vs. IP) on the prevalence and incidence of diabetic peripheral neuropathy (DPN).

ABSTRACT.RESEARCH DESIGN AND METHODS:
DPN (defined as Michigan Neuropathy Screening Instrument [MNSI] clinical examination score &gt;2) was assessed at baseline and yearly for 4 years. DPN prevalence and incidence were compared by intention-to-treat modeling by logistic generalized estimating equation models for prevalence and Kaplan-Meier estimates and Cox regression models for incidence rates.

ABSTRACT.RESULTS:
Results are reported for 2,159 BARI 2D participants (70% males) with valid baseline and at least one follow-up MNSI score (mean age 62 ± 9 years, mean HbA1c 7.7 ± 1.6%, diabetes duration 10 ± 9 years). There were no differences in the prevalence of DPN between the IS and the IP groups throughout the 4 years of follow-up. In 1,075 BARI 2D participants with no DPN at baseline, the 4-year cumulative incidence rate of DPN was significantly lower in the IS (66%) than in the IP (72%) strategy group (P = 0.02), which remained significant after adjusting for the in-trial HbA1c (P = 0.04). In subgroup analyses, IS strategy had a greater benefit in men (hazard ratio 0.75 [99% CI 0.58–0.99], P &lt; 0.01).

ABSTRACT.CONCLUSIONS:
Among patients with type 2 diabetes followed for up to 4 years during BARI 2D, a glycemic control therapy with IS significantly reduced the incidence of DPN compared with IP therapy and may add further benefit for men.",TEST,23757426,3781573,Impact of glycemic control strategies on the progression of diabetic peripheral neuropathy in the Bypass Angioplasty Revascularization Investigation 2 Diabetes (BARI 2D) Cohort.,,,,
